Year,Month,Sales Date,Sales Person,Customer,Segment,Sales,Order Number,,366048
2024,12,12/8/24,Michael Brown,Amazon,Software,19707,1405,,
2024,12,12/9/24,Michael Brown,Microsoft,Hardware,8974,1406,,
2024,12,12/10/24,Michael Brown,Google,R&D,13247,1407,,
2024,12,12/11/24,Alex Johnson,Amazon,R&D,19901,1408,,
2024,12,12/12/24,Alex Johnson,Google,Hardware,11527,1409,,
2024,12,12/13/24,John Doe,Apple,R&D,19657,1410,,
2024,12,12/14/24,Samantha Ray,Google,Hardware,19117,1411,,
2024,12,12/15/24,John Doe,Facebook,R&D,8042,1412,,
2024,12,12/16/24,John Doe,Microsoft,Software,19096,1413,,
2024,12,12/17/24,Michael Brown,Apple,Software,19390,1414,,
2024,12,12/18/24,Samantha Ray,Apple,Software,9609,1415,,
2024,12,12/19/24,Michael Brown,Amazon,R&D,19452,1416,,
2024,12,12/20/24,Samantha Ray,Apple,R&D,19314,1417,,
2024,12,12/21/24,Alex Johnson,Amazon,Hardware,10571,1418,,
2024,12,12/22/24,Alex Johnson,Google,Software,6751,1419,,
2024,12,12/23/24,Jane Smith,Apple,Software,17090,1420,,
2024,12,12/24/24,Jane Smith,Google,Hardware,19313,1421,,
2024,12,12/25/24,Michael Brown,Microsoft,R&D,10294,1422,,
2024,12,12/26/24,Samantha Ray,Microsoft,Software,18160,1423,,
2024,12,12/27/24,John Doe,Apple,Software,9404,1424,,
2024,12,12/28/24,Alex Johnson,Google,Software,19601,1425,,
2024,12,12/29/24,John Doe,Apple,R&D,11216,1426,,
2024,12,12/30/24,Jane Smith,Microsoft,Software,15277,1427,,
2024,12,12/31/24,Samantha Ray,Microsoft,Hardware,16259,1428,,
